Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
0,1,0,0,33,5,0,0,0.0,5,0,0,0.0,Dropout
1,1,0,1,30,6,6,0,0.0,6,6,0,0.0,Enrolled
0,1,0,0,26,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,0,18,6,7,6,11.666666666666666,6,10,6,11.833333333333334,Graduate
1,1,0,0,19,6,13,3,12.666666666666666,6,12,2,10.0,Dropout
0,1,0,0,20,5,10,3,10.333333333333334,5,9,4,11.0,Enrolled
0,1,0,1,22,11,18,8,13.5,9,16,7,13.714285714285714,Graduate
0,1,0,0,19,7,8,5,13.98,7,8,5,13.98,Enrolled
0,1,0,1,21,6,13,6,16.153846153846153,6,10,6,15.75,Graduate
0,1,0,1,21,7,7,6,14.033333333333331,7,7,6,14.033333333333331,Graduate
0,1,0,0,19,5,8,1,11.0,5,6,5,11.2,Enrolled
0,1,0,1,19,7,8,7,13.857142857142858,7,8,6,13.666666666666666,Graduate
0,1,0,0,18,8,8,7,13.414285714285716,8,8,7,13.414285714285716,Dropout
0,1,0,0,50,11,11,11,13.545454545454543,7,7,7,13.571428571428571,Graduate
0,1,0,1,31,5,11,4,11.25,5,10,4,10.833333333333334,Enrolled
0,1,0,1,19,6,6,6,13.833333333333334,6,7,6,14.428571428571429,Graduate
0,1,0,0,35,5,8,5,12.0,5,9,5,12.857142857142858,Graduate
0,1,0,0,31,6,0,0,0.0,6,0,0,0.0,Dropout
1,1,0,0,42,11,14,10,11.9,11,14,10,12.8,Enrolled
0,0,0,0,34,5,5,0,0.0,5,0,0,0.0,Dropout
0,1,0,1,18,7,7,7,15.135714285714286,8,8,8,15.287499999999998,Graduate
0,0,0,1,18,7,7,7,12.285714285714286,7,8,6,13.333333333333334,Enrolled
0,1,0,0,21,6,16,5,12.666666666666666,6,15,2,13.5,Enrolled
0,1,0,1,26,7,13,5,12.74,8,12,6,10.978571428571428,Dropout
0,1,0,0,20,7,8,6,13.25,8,8,8,13.75,Enrolled
0,1,0,0,19,6,13,3,10.333333333333334,6,12,3,10.333333333333334,Enrolled
0,1,0,1,19,6,7,6,13.428571428571429,6,6,6,13.166666666666666,Graduate
0,1,0,0,20,11,19,9,12.555555555555555,9,14,8,11.11111111111111,Graduate
0,1,0,0,19,6,8,6,11.5,6,7,6,11.166666666666666,Graduate
0,1,0,0,18,6,6,6,13.666666666666666,6,9,6,12.333333333333334,Graduate
0,1,0,0,28,14,16,11,11.272727272727272,11,16,10,12.0,Graduate
0,1,0,0,22,6,10,5,13.166666666666666,6,8,5,12.4,Enrolled
0,1,0,1,21,6,6,6,14.666666666666666,6,6,6,14.166666666666666,Graduate
0,1,0,0,21,6,11,4,12.75,6,19,1,11.0,Enrolled
0,1,0,0,26,7,11,5,11.2,8,13,5,12.14,Enrolled
1,0,0,0,18,6,8,5,13.0,6,8,5,11.4,Dropout
0,0,0,0,20,5,8,2,10.5,5,8,2,12.333333333333334,Dropout
0,1,0,0,18,6,7,6,14.857142857142858,6,7,6,14.0,Graduate
0,1,0,1,19,8,11,7,12.86,8,11,7,12.86,Graduate
0,1,0,0,20,11,12,11,11.727272727272728,11,14,11,12.0,Graduate
0,1,0,1,22,6,11,6,13.142857142857142,6,10,3,12.0,Graduate
1,1,0,0,18,6,6,5,11.8,6,9,4,13.714285714285714,Dropout
0,1,0,0,19,5,10,3,10.666666666666666,5,9,0,0.0,Dropout
0,1,0,1,18,6,9,5,11.6,6,8,4,11.2,Enrolled
0,1,0,0,20,6,13,3,10.333333333333334,6,12,3,10.333333333333334,Enrolled
0,1,0,0,19,6,11,4,12.25,6,11,3,11.0,Enrolled
0,1,0,0,19,6,6,6,12.0,6,7,4,12.75,Enrolled
0,1,0,0,19,8,8,7,14.731428571428571,8,8,7,14.731428571428571,Graduate
0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,0,0,21,13,14,13,13.615384615384617,12,12,12,14.25,Graduate
0,1,0,0,27,5,5,5,15.8,5,5,5,14.8,Graduate
0,1,0,0,19,6,6,6,14.666666666666666,6,7,6,14.571428571428571,Graduate
0,1,0,0,25,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,0,1,18,8,8,7,14.654285714285717,8,8,7,14.654285714285717,Graduate
0,1,0,0,24,8,8,7,12.401428571428571,8,8,7,12.401428571428571,Graduate
0,1,0,0,20,7,8,7,11.5875,8,9,7,14.071428571428571,Graduate
0,1,0,0,26,5,5,5,14.0,5,5,5,15.6,Graduate
0,1,0,1,20,6,9,6,12.333333333333334,6,6,6,11.833333333333334,Graduate
0,1,0,0,18,5,5,5,14.0,5,6,5,15.4,Graduate
0,1,0,0,19,6,13,6,15.23076923076923,6,10,6,12.375,Graduate
0,1,0,0,23,6,9,5,11.6,6,9,3,11.0,Dropout
0,1,0,1,18,7,7,6,11.6,7,7,6,11.6,Graduate
0,1,0,0,18,7,0,0,0.0,8,0,0,0.0,Dropout
0,1,0,1,19,7,7,7,12.901428571428571,8,9,8,13.094444444444443,Graduate
0,1,0,0,30,7,9,7,14.142857142857142,5,5,5,14.8,Graduate
0,1,0,0,29,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,0,19,8,8,8,13.25375,8,8,8,13.25375,Graduate
0,1,0,0,20,7,7,7,13.785714285714286,8,8,8,14.1,Graduate
0,1,0,0,20,7,7,6,13.916666666666666,7,7,6,13.916666666666666,Graduate
0,1,0,0,19,6,8,6,13.5,6,9,6,13.571428571428571,Graduate
0,1,0,0,20,5,8,3,11.333333333333334,5,12,2,10.666666666666666,Enrolled
0,1,0,0,21,5,8,0,0.0,5,12,0,0.0,Dropout
0,1,0,0,19,6,10,5,11.5,6,9,4,14.6,Graduate
0,1,0,1,18,8,8,7,12.082857142857142,8,8,7,12.082857142857142,Graduate
0,1,0,1,27,6,8,6,11.833333333333334,6,10,5,12.8,Graduate
0,1,0,1,19,5,6,5,13.4,5,5,5,12.4,Graduate
0,1,0,1,19,7,7,0,0.0,7,7,0,0.0,Dropout
0,1,0,0,19,6,7,5,14.2,6,7,6,14.571428571428571,Graduate
0,1,0,1,18,8,8,7,13.814285714285717,8,8,7,13.814285714285717,Graduate
0,1,0,1,20,6,10,4,11.25,6,6,6,10.5,Enrolled
0,1,0,1,18,6,6,6,14.5,6,8,6,13.666666666666666,Graduate
0,1,0,0,19,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,0,36,7,7,6,11.3,7,7,6,11.3,Graduate
0,1,0,0,18,2,2,0,0.0,4,4,1,16.0,Enrolled
1,1,0,0,18,5,11,1,12.0,5,9,3,12.0,Enrolled
0,1,0,0,19,8,9,7,12.3,8,9,7,12.3,Graduate
0,1,0,1,18,8,8,7,12.694285714285714,8,8,7,12.694285714285714,Graduate
0,1,0,0,18,5,5,4,11.0,5,5,4,11.0,Graduate
0,1,0,1,19,6,6,6,13.0,6,6,6,14.166666666666666,Graduate
0,1,0,1,19,7,8,7,14.4125,8,8,8,16.05,Graduate
0,1,0,0,18,7,8,7,12.92875,8,8,8,14.0625,Dropout
0,1,0,0,20,6,6,6,13.333333333333334,6,10,5,12.8,Graduate
0,1,0,1,20,6,8,5,12.8,6,9,5,12.8,Enrolled
0,1,0,0,20,8,8,7,14.402857142857142,8,8,7,14.402857142857142,Graduate
0,1,0,1,18,8,8,7,13.381428571428572,8,8,7,13.381428571428572,Graduate
0,1,0,0,18,7,8,7,14.13125,8,8,8,13.98375,Graduate
0,1,0,0,19,5,11,5,11.714285714285714,5,6,5,12.6,Graduate
0,1,0,0,19,5,5,5,11.8,5,8,4,11.25,Enrolled
0,1,0,0,44,6,9,6,11.166666666666666,6,15,2,11.0,Graduate
0,1,0,0,32,6,7,0,0.0,6,6,0,0.0,Dropout
0,1,0,0,22,6,9,5,13.6,6,8,5,12.0,Dropout
0,1,0,0,36,12,14,12,13.846153846153848,12,18,11,14.090909090909092,Graduate
0,1,0,1,18,6,7,6,12.5,6,8,6,13.333333333333334,Graduate
0,1,0,0,20,5,5,5,16.4,5,5,5,14.6,Graduate
0,1,0,1,20,11,11,11,13.818181818181818,11,11,11,13.454545454545457,Graduate
0,1,0,0,19,6,8,5,10.6,6,11,4,10.5,Graduate
1,1,0,0,24,5,8,5,10.2,5,6,5,12.2,Graduate
0,1,0,0,20,6,11,5,10.6,6,11,4,10.4,Enrolled
0,1,0,0,27,10,10,9,11.444444444444445,11,11,5,10.8,Dropout
0,1,0,0,20,6,9,5,14.333333333333334,8,8,8,12.625,Enrolled
0,1,0,1,23,16,18,16,13.0,13,15,13,13.266666666666667,Graduate
0,1,0,1,18,8,9,8,13.31,8,9,8,13.31,Graduate
0,1,0,1,18,6,10,5,10.571428571428571,6,9,5,12.2,Graduate
0,1,0,1,20,8,8,7,13.487142857142857,8,8,7,13.487142857142857,Graduate
0,1,0,1,20,6,6,6,12.333333333333334,6,7,6,11.833333333333334,Graduate
0,1,0,0,23,6,11,6,11.875,6,9,5,12.833333333333334,Dropout
0,1,0,0,20,7,7,6,13.966666666666669,7,7,6,13.966666666666669,Graduate
0,0,0,0,28,5,10,0,0.0,5,10,0,0.0,Dropout
0,1,0,0,21,5,8,4,11.5,5,5,5,12.8,Graduate
0,1,0,0,21,2,2,2,12.5,7,0,0,0.0,Dropout
0,1,0,0,28,7,0,0,0.0,8,0,0,0.0,Dropout
0,1,0,0,18,7,10,6,11.98,8,11,7,13.225,Graduate
0,1,0,1,21,6,8,5,13.2,6,7,5,11.8,Enrolled
0,1,0,0,19,7,10,6,11.614285714285714,8,8,8,14.0375,Graduate
0,1,0,1,18,8,8,7,14.314285714285717,8,8,7,14.314285714285717,Graduate
0,1,0,0,19,7,0,0,0.0,8,0,0,0.0,Dropout
0,1,0,0,20,6,9,6,12.666666666666666,6,12,2,13.0,Enrolled
0,1,0,1,20,7,9,6,12.766666666666666,8,10,7,12.128571428571428,Graduate
0,1,0,1,18,6,7,6,12.666666666666666,6,7,5,12.2,Graduate
0,1,0,0,20,6,7,6,11.5,6,10,4,10.571428571428571,Dropout
0,1,0,0,31,6,13,5,11.4,6,14,4,11.75,Dropout
0,1,0,1,19,7,8,7,14.70625,8,8,8,14.4775,Graduate
0,1,0,1,19,7,9,6,11.814285714285717,8,8,7,13.542857142857144,Graduate
0,1,0,0,23,6,8,6,13.0,6,8,6,11.875,Graduate
0,1,0,0,19,6,7,6,14.857142857142858,6,6,6,13.333333333333334,Graduate
0,1,0,0,20,7,7,6,12.6,7,7,6,12.6,Graduate
1,1,0,0,22,6,9,5,13.333333333333334,6,17,4,11.4,Enrolled
0,1,0,0,18,7,10,6,10.666666666666666,7,12,6,12.833333333333334,Enrolled
1,0,0,0,27,5,6,2,11.5,5,5,1,11.0,Dropout
0,1,0,0,29,7,9,1,10.0,7,0,0,0.0,Dropout
0,1,0,0,18,6,10,5,11.8,6,10,5,12.2,Graduate
0,1,0,0,18,6,7,5,11.8,6,6,6,12.666666666666666,Graduate
0,1,0,0,18,8,8,8,12.77125,8,8,8,12.77125,Graduate
0,1,0,0,20,5,13,3,11.333333333333334,5,8,5,12.6,Enrolled
0,1,0,0,18,6,6,6,12.666666666666666,6,7,5,14.6,Graduate
0,0,0,0,18,6,10,5,12.2,6,11,4,10.833333333333334,Enrolled
0,0,0,0,28,5,9,1,12.0,4,10,0,0.0,Dropout
0,1,0,1,18,8,12,7,11.721428571428572,8,12,7,11.721428571428572,Graduate
0,1,0,0,27,7,12,4,14.0,7,14,3,12.525,Enrolled
0,1,0,0,26,7,9,7,14.75,7,12,5,13.8,Enrolled
0,1,0,0,18,6,6,6,12.666666666666666,6,6,6,13.666666666666666,Graduate
0,1,0,0,18,5,12,4,13.0,5,6,5,14.0,Dropout
0,1,0,0,21,5,6,0,0.0,5,5,0,0.0,Dropout
0,1,0,0,18,6,8,4,10.75,6,9,0,0.0,Enrolled
0,0,0,0,32,5,5,0,0.0,5,10,0,0.0,Dropout
0,1,0,0,28,5,6,4,12.5,5,7,4,11.75,Graduate
0,0,0,0,40,4,4,0,0.0,5,0,0,0.0,Dropout
1,0,0,0,39,5,5,0,0.0,4,4,0,0.0,Dropout
1,0,0,0,39,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,0,50,6,7,6,12.5,6,15,5,12.4,Graduate
0,1,0,0,23,6,10,5,12.8,6,9,3,11.666666666666666,Dropout
0,1,0,0,48,6,11,1,10.0,6,11,1,11.0,Dropout
0,1,0,0,23,6,11,4,11.25,6,10,5,10.2,Dropout
0,1,0,1,18,8,8,7,12.61,8,8,7,12.61,Graduate
0,1,0,0,18,5,14,2,12.0,5,6,5,12.6,Graduate
0,0,0,0,20,6,9,5,13.0,6,7,6,13.5,Graduate
0,1,0,1,18,5,9,4,12.0,5,8,5,13.0,Graduate
0,1,0,0,18,7,8,4,12.0,8,8,0,0.0,Dropout
0,1,1,0,31,5,12,1,12.0,5,9,1,11.0,Dropout
0,1,1,0,24,5,9,1,12.0,5,6,3,10.5,Enrolled
0,1,1,0,24,0,0,0,0.0,0,0,0,0.0,Graduate
1,0,1,0,26,5,5,0,0.0,5,9,0,0.0,Dropout
1,1,1,0,18,6,11,5,13.625,6,9,4,11.75,Dropout
0,1,1,1,19,5,12,3,11.666666666666666,5,10,3,11.666666666666666,Enrolled
0,1,1,0,22,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,18,8,8,7,11.69,8,8,7,11.69,Graduate
1,0,1,0,20,6,11,0,0.0,6,12,0,0.0,Dropout
0,1,1,0,25,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,1,0,24,5,10,4,11.5,5,11,5,11.285714285714286,Graduate
0,1,1,0,27,5,10,1,14.0,5,0,0,0.0,Dropout
0,1,1,0,21,6,7,5,11.0,6,7,5,12.4,Graduate
0,1,1,0,21,6,7,6,12.857142857142858,6,6,6,13.166666666666666,Graduate
0,1,1,0,19,6,9,4,12.5,6,6,6,11.333333333333334,Dropout
0,1,1,0,28,7,7,7,14.528571428571428,8,11,8,15.018181818181818,Graduate
0,1,1,0,20,5,8,5,10.0,5,10,2,12.0,Enrolled
0,1,1,1,21,6,8,6,13.0,6,10,6,12.625,Graduate
0,1,1,1,18,7,7,7,15.957142857142856,8,9,8,15.188888888888888,Graduate
0,1,1,1,18,5,6,5,13.2,5,8,5,12.6,Enrolled
0,1,1,0,20,5,9,4,10.2,5,6,3,11.0,Enrolled
0,1,1,0,25,5,6,5,14.2,5,5,2,13.5,Enrolled
1,1,1,0,22,6,8,6,12.625,6,11,2,14.5,Enrolled
0,1,1,0,18,8,11,6,13.496666666666668,8,11,6,13.496666666666668,Enrolled
0,1,1,0,19,5,8,5,13.25,5,8,5,11.0,Graduate
0,1,1,0,19,5,12,3,12.0,5,10,3,12.0,Dropout
1,0,1,0,25,6,10,4,13.0,6,9,4,13.75,Dropout
1,1,1,0,21,11,12,9,11.77777777777778,8,11,3,13.666666666666666,Dropout
0,1,1,0,19,5,10,2,11.0,6,10,0,0.0,Dropout
0,1,1,0,20,5,14,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,25,14,16,14,12.428571428571429,9,13,6,10.857142857142858,Dropout
0,1,1,0,20,5,8,3,11.0,5,11,3,12.0,Enrolled
0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,Graduate
1,1,1,0,23,6,12,3,11.5,6,12,3,10.666666666666666,Enrolled
0,1,1,0,23,8,8,8,12.5075,8,8,8,12.5075,Graduate
0,1,1,0,21,12,18,11,12.090909090909092,12,14,11,12.0,Graduate
0,1,1,0,20,5,14,2,11.0,5,9,3,12.666666666666666,Enrolled
0,1,1,0,25,5,13,1,10.0,5,8,2,11.333333333333334,Dropout
0,1,1,0,18,6,6,6,13.5,6,9,5,13.2,Graduate
0,1,1,0,22,6,6,6,14.166666666666666,6,8,6,13.625,Graduate
0,1,1,0,27,6,7,6,14.0,6,7,6,14.714285714285714,Graduate
0,1,1,0,25,3,4,0,0.0,3,5,0,0.0,Dropout
0,1,1,0,18,5,9,3,11.666666666666666,5,10,3,11.333333333333334,Dropout
0,1,1,0,20,5,7,5,14.6,5,5,5,14.2,Graduate
0,1,1,0,27,6,10,5,13.0,6,13,5,11.5,Graduate
0,1,1,0,20,6,7,6,12.166666666666666,6,9,6,12.0,Graduate
0,1,1,0,22,5,9,0,0.0,5,5,1,12.0,Dropout
0,1,1,0,19,5,10,3,10.5,5,11,3,10.8,Dropout
0,1,1,0,20,5,14,3,12.4,5,8,5,10.833333333333334,Enrolled
0,1,1,0,19,0,0,0,0.0,0,0,0,0.0,Graduate
0,0,1,0,29,5,12,0,0.0,5,8,0,0.0,Dropout
0,1,1,0,19,8,8,7,13.828571428571427,8,8,7,13.828571428571427,Graduate
0,1,0,1,28,5,7,5,10.6,5,6,5,10.2,Enrolled
0,1,0,0,20,6,7,6,11.5,6,6,6,11.666666666666666,Graduate
0,1,0,0,20,6,6,4,13.5,6,8,6,13.625,Graduate
0,1,0,0,31,6,12,0,0.0,6,0,0,0.0,Dropout
0,1,0,0,18,7,8,7,12.5375,8,9,7,12.614285714285714,Graduate
0,1,0,0,19,6,6,6,14.833333333333334,6,8,6,13.285714285714286,Enrolled
0,1,0,0,18,5,10,4,12.0,5,9,4,12.8,Graduate
0,1,0,0,19,6,8,5,11.8,6,8,5,11.6,Graduate
0,1,0,1,18,5,5,5,15.0,5,5,5,15.2,Graduate
0,1,0,0,19,5,7,3,12.0,5,7,5,13.2,Graduate
0,1,0,1,18,6,6,6,12.833333333333334,6,7,6,12.285714285714286,Graduate
0,1,0,0,19,6,12,6,11.666666666666666,6,14,3,12.0,Graduate
0,1,0,0,19,7,9,7,12.1625,8,8,8,13.825,Graduate
0,1,0,0,18,6,6,6,13.833333333333334,6,11,6,14.555555555555555,Graduate
0,1,0,0,19,7,12,4,12.45,7,11,5,11.7,Enrolled
0,1,0,1,20,6,9,6,12.125,6,7,6,13.571428571428571,Graduate
0,1,0,0,20,6,8,5,13.4,6,10,4,13.0,Enrolled
1,1,0,0,20,6,8,6,13.333333333333334,6,8,5,14.0,Enrolled
0,1,0,0,29,15,15,11,11.454545454545457,13,16,11,11.545454545454543,Dropout
0,0,0,1,20,6,10,4,12.0,6,14,3,10.0,Dropout
1,0,0,0,31,7,8,6,12.666666666666666,7,9,5,12.6,Dropout
0,1,0,0,20,6,7,6,12.666666666666666,6,9,6,13.77777777777778,Graduate
0,1,0,0,21,18,22,18,11.88888888888889,13,13,13,11.461538461538462,Graduate
0,1,0,0,23,6,0,0,0.0,6,0,0,0.0,Dropout
1,0,0,0,21,6,6,4,13.0,6,8,4,11.6,Dropout
0,1,0,0,24,7,7,7,16.885714285714283,8,9,8,15.744444444444444,Graduate
0,1,0,0,27,6,6,6,12.5,6,6,6,12.333333333333334,Graduate
0,1,0,1,18,7,9,7,13.055555555555555,8,8,8,15.8125,Graduate
0,0,0,0,21,0,0,0,0.0,0,0,0,0.0,Dropout
1,1,0,1,19,5,7,0,0.0,5,5,0,0.0,Dropout
0,1,0,1,19,8,8,7,12.355714285714283,8,8,7,12.355714285714283,Graduate
0,1,0,0,18,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,1,18,7,8,5,11.98,7,8,5,11.98,Enrolled
1,1,0,1,20,7,7,7,13.857142857142858,7,8,7,12.571428571428571,Graduate
0,1,0,0,24,6,9,5,13.0,6,6,6,14.166666666666666,Graduate
0,1,0,0,20,6,6,6,12.833333333333334,6,10,6,11.166666666666666,Graduate
0,1,0,0,20,5,11,4,11.0,5,7,5,13.2,Enrolled
0,1,0,1,19,8,8,7,12.357142857142858,8,8,7,12.357142857142858,Graduate
0,1,0,1,18,8,8,7,13.857142857142858,8,8,7,13.857142857142858,Graduate
0,1,0,1,20,6,6,6,12.333333333333334,6,6,6,10.666666666666666,Graduate
0,1,0,0,20,7,8,7,12.847142857142858,8,10,8,13.788888888888888,Graduate
0,1,0,1,19,7,9,6,12.339999999999998,8,9,8,13.01875,Graduate
0,1,0,0,19,6,10,5,12.666666666666666,6,19,4,11.75,Enrolled
0,1,0,0,20,6,6,6,13.833333333333334,6,6,6,12.5,Graduate
0,1,0,0,19,5,15,2,10.75,5,11,2,10.0,Dropout
0,1,0,0,19,6,11,4,13.25,6,10,4,10.25,Dropout
0,1,0,1,18,8,8,8,13.73125,8,8,8,13.73125,Graduate
0,1,0,1,23,6,6,6,13.333333333333334,6,8,3,12.666666666666666,Dropout
0,1,0,0,21,6,8,5,12.0,6,9,5,10.8,Dropout
0,1,0,0,23,9,10,9,10.88888888888889,8,10,6,11.333333333333334,Graduate
0,1,0,0,19,7,8,7,13.025,8,9,8,13.811111111111112,Graduate
0,1,0,0,18,6,6,6,13.0,6,6,6,14.166666666666666,Graduate
0,1,0,0,19,6,10,5,11.8,6,10,5,12.0,Graduate
0,1,0,1,25,8,8,7,12.042857142857144,8,8,7,12.042857142857144,Graduate
0,1,0,0,19,6,9,5,12.2,6,10,4,13.0,Enrolled
0,1,0,1,19,7,8,7,12.8375,8,8,8,15.5,Graduate
1,1,0,1,24,7,13,7,11.0,8,13,7,11.7,Graduate
0,1,0,1,18,6,7,6,13.5,6,9,5,14.0,Graduate
0,1,0,1,19,6,8,6,12.125,6,7,6,12.714285714285714,Graduate
0,1,0,1,18,8,12,7,12.62857142857143,8,12,7,12.62857142857143,Graduate
0,1,0,0,27,5,9,3,10.666666666666666,5,7,4,11.4,Enrolled
0,1,0,0,19,6,11,5,11.2,6,13,5,11.6,Graduate
0,1,0,1,18,6,6,6,12.666666666666666,6,6,6,11.833333333333334,Dropout
1,0,0,0,34,6,7,4,13.5,6,6,0,0.0,Dropout
0,1,0,0,18,5,9,3,11.666666666666666,5,15,2,11.0,Enrolled
0,1,0,0,18,5,8,2,10.5,5,7,3,12.333333333333334,Enrolled
0,1,0,0,18,8,8,8,14.26875,8,8,8,14.26875,Enrolled
1,0,0,0,20,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,1,19,5,8,2,10.5,5,11,3,13.333333333333334,Enrolled
0,1,0,0,21,6,11,5,11.2,6,15,1,10.0,Enrolled
0,1,0,0,26,5,5,5,12.0,5,6,5,14.833333333333334,Graduate
0,1,0,0,27,7,9,7,12.228571428571428,8,10,8,13.2125,Graduate
0,1,0,0,20,5,6,4,11.5,5,5,4,10.75,Graduate
0,1,0,0,18,6,8,6,15.375,6,7,6,16.428571428571427,Graduate
0,0,0,0,23,12,19,9,13.666666666666666,9,15,6,13.5,Enrolled
0,1,0,0,24,8,11,7,12.614285714285714,8,11,7,12.614285714285714,Graduate
0,1,0,1,19,6,7,5,12.2,6,6,6,11.5,Graduate
0,1,0,0,19,6,13,4,11.75,6,10,4,11.0,Graduate
1,1,0,1,19,6,9,5,11.4,6,9,3,10.0,Enrolled
1,1,0,0,18,6,10,5,10.6,6,14,2,10.0,Enrolled
0,1,0,0,22,16,16,13,10.923076923076923,13,13,11,11.454545454545457,Graduate
0,1,0,0,20,6,6,5,12.4,6,9,5,12.4,Graduate
0,1,0,0,25,6,6,0,0.0,6,6,0,0.0,Dropout
0,1,0,0,21,6,6,6,15.833333333333334,6,8,6,15.5,Graduate
0,1,0,0,19,7,12,5,11.8,7,9,6,11.708333333333334,Enrolled
0,1,0,0,18,6,7,6,12.571428571428571,6,6,6,13.666666666666666,Graduate
0,1,0,0,18,5,7,3,12.0,5,7,4,13.25,Graduate
0,1,1,0,19,7,8,7,13.3625,8,9,8,14.444444444444445,Graduate
0,1,0,1,19,5,6,5,15.4,5,5,5,16.0,Graduate
1,0,0,0,18,6,9,5,12.2,6,9,4,11.75,Dropout
0,1,0,1,20,11,11,11,12.818181818181818,11,11,11,13.545454545454543,Graduate
0,1,0,0,19,7,0,0,0.0,8,0,0,0.0,Dropout
0,1,0,0,28,17,21,17,13.394736842105264,17,19,17,13.554736842105264,Graduate
0,1,0,1,20,6,8,6,14.25,6,8,6,11.0,Graduate
0,1,0,0,30,11,19,9,13.444444444444445,7,7,7,14.714285714285714,Dropout
0,1,0,1,19,7,8,7,12.285714285714286,8,10,8,11.7375,Graduate
0,1,0,0,22,6,7,6,11.666666666666666,6,7,5,13.2,Graduate
0,1,0,0,18,6,8,6,12.166666666666666,6,6,6,13.5,Graduate
0,1,0,0,23,6,11,2,10.0,6,15,2,11.0,Dropout
0,1,0,0,18,6,6,6,14.0,6,6,6,15.0,Graduate
0,1,0,0,18,6,9,5,11.833333333333334,6,6,4,12.0,Enrolled
1,0,1,0,50,6,7,1,15.0,5,12,0,0.0,Dropout
0,1,0,1,19,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,0,0,22,6,7,6,10.833333333333334,6,6,6,10.666666666666666,Graduate
1,1,0,1,23,6,7,6,13.142857142857142,6,6,6,14.0,Graduate
1,0,0,1,20,5,8,5,14.4,5,6,5,14.0,Dropout
0,0,0,0,44,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,49,12,17,7,12.0,12,19,9,11.22222222222222,Graduate
0,1,1,0,46,10,13,9,12.2,10,12,10,12.8,Graduate
0,0,1,0,41,3,3,3,12.333333333333334,2,2,2,11.0,Dropout
0,1,1,0,18,7,8,7,11.8375,8,9,8,12.48125,Graduate
0,1,1,0,43,5,5,5,11.8,5,6,5,14.0,Graduate
1,0,1,0,70,5,5,0,0.0,5,9,0,0.0,Dropout
0,1,1,0,48,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,41,19,19,19,12.68421052631579,13,13,13,12.384615384615383,Graduate
0,1,1,0,21,6,8,6,12.571428571428571,6,10,4,13.0,Enrolled
1,0,1,0,35,7,18,3,11.25,7,7,0,0.0,Dropout
0,1,1,0,44,5,13,4,14.0,5,9,4,15.5,Graduate
1,1,1,0,18,5,15,4,13.333333333333334,5,6,2,13.5,Dropout
0,1,1,0,45,6,7,6,13.666666666666666,6,6,6,13.666666666666666,Graduate
0,1,1,0,20,6,12,3,10.0,6,9,5,10.8,Enrolled
0,1,1,0,22,6,12,5,12.6,6,11,6,11.714285714285714,Graduate
0,1,1,0,39,5,10,3,17.333333333333332,5,11,1,17.0,Dropout
0,0,1,0,20,6,10,5,13.2,6,21,3,12.0,Enrolled
0,1,1,0,49,5,9,3,14.0,5,8,3,13.666666666666666,Dropout
0,1,1,0,43,4,4,4,13.875,1,1,1,12.5,Dropout
0,1,1,0,32,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,47,9,9,9,13.11111111111111,7,7,7,14.857142857142858,Graduate
0,1,1,1,37,5,8,5,13.0,5,11,4,13.333333333333334,Dropout
0,1,1,0,41,10,10,10,12.5,7,7,7,12.142857142857142,Graduate
0,1,1,0,60,18,18,18,14.11111111111111,13,13,13,14.23076923076923,Graduate
0,1,1,0,47,11,11,11,14.727272727272728,9,9,9,15.77777777777778,Graduate
1,0,1,0,50,6,6,0,0.0,5,6,0,0.0,Dropout
0,1,1,0,45,5,5,0,0.0,5,5,0,0.0,Dropout
1,0,1,0,45,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,33,5,7,4,13.5,5,6,5,11.6,Graduate
0,1,1,0,18,8,8,7,13.105714285714283,8,8,7,13.105714285714283,Graduate
0,1,1,0,43,5,8,5,13.5,5,5,5,14.4,Graduate
0,1,1,0,44,13,18,13,11.846153846153848,11,11,11,12.0,Graduate
0,1,1,0,29,5,5,0,0.0,5,5,0,0.0,Dropout
1,0,1,0,53,6,11,3,14.333333333333334,6,6,0,0.0,Dropout
0,1,1,0,37,5,10,5,15.8,5,5,5,17.6,Enrolled
